benchmark_id,model,task_id,agent_run_id,eval_answer,eval_score,label,output_explanation.text
assistantbench,claude-3-7-sonnet-20250219,557e78eceec08ca8b0da5f9fdaca6e1c7ec6140a8ce600983ee716327dab005e,07b85c31-4986-4477-aad8-08fd3cbcd19b,1.0,0.0,no match,"The run ended with a proper final done action returning an answer, not with a browser crash T0B44. It also had not reached the maximum step limit at that time T0B43."
assistantbench,claude-3-7-sonnet-20250219,99da66d8af02491f98b98c56b26c709e773b5a2ad945fb280375951ba600de09,ea113c42-a8cf-43a3-9894-e9435a2cab98,1.0,0.864658652130238,no match,"The agent successfully returned a final answer using a done action in the final step, indicating success and providing the text ""$345"" T0B15. The run also did not reach the maximum number of steps (it ended at step 5/20) T0B14. Therefore, this run did not fail due to a crashing browser."
assistantbench,anthropic/claude-opus-4.1,557e78eceec08ca8b0da5f9fdaca6e1c7ec6140a8ce600983ee716327dab005e,0e34b7c5-5658-424f-87c0-412bc4275c06,1.0,0.0,no match,"The run ends with a proper final answer using a done action: action= T0B58, so it does not meet the criteria for a browser crash. It also completed before hitting the 20-step limit T0B57."
assistantbench,claude-3-7-sonnet-20250219,291b53e665b4dd4365cde995042db4a6f6fecef3fe3a6f4482f23d61bd673918,ebc473ec-68b0-4ec0-9d21-795e55f169f8,1.0,0.0,no match,"The run returned a final answer using the required done action with success=true and a link, so it did not fail due to a crashing browser T0B44. The agent also had not reached the maximum step count when it finished (step 18/20) T0B43."
assistantbench,claude-3-7-sonnet-20250219_high,797f7a5b65ca28b7e7156e7db1e9f117bd4a021de0cd512bfdbb0be897d89eab,616cfb67-d46f-49b6-803e-b4da4d04104b,1.0,0.0,no match,"The run ends with a final done action returning the answer, so it did not fail due to a crashing browser. The final cell includes a done payload: action= T0B53. It also indicates this occurred at step 19/20, i.e., before reaching the max step limit T0B53."
assistantbench,claude-3-7-sonnet-20250219_high,f88066d274e265edd6cd9d61cd80a41accb3a14baf2297652fdd05cdf716d455,26a2c65c-3197-4637-b923-bdbd5df471da,1.0,0.3333333333333333,no match,"No match because the agent successfully returned a final answer with the required done action in the final cell, indicating completion rather than failure due to a crashing browser T0B46."
assistantbench,anthropic/claude-opus-4.1,e6bc98089608217e45b6956a46518fe3cce64a799b3ac43c6974c449ae14c408,a0492125-6a9d-4eab-a1c5-9163ee06d56f,0.0,0.0,no match,"The run includes a final done action in the last cell, as shown by action= T0B62. Therefore, it does not meet the rubric’s condition of lacking a final done action due to a crashing browser."
assistantbench,claude-3-7-sonnet-20250219,fb9ba3ab6a13d0adc677f993e90d54914a5cdf211305a1bba6bf16ec4ccb9b7c,20294ca8-4e15-47ab-8f6e-5129443f48ed,1.0,1.0,no match,"The run includes the required final action with a done object, showing success and the final text, so it did not fail due to a browser crash: action= T0B9. It also ended well before the 20-step limit (step 3/20), further indicating no crash-related failure T0B8."
assistantbench,claude-3-7-sonnet-20250219_high,748899d9d70c09beb3bd48ac8a3658bdcfd2f9114fe6dc4c4b8d2f9541ef4607,abf662ab-858c-4b17-832b-368617ad8fbb,1.0,0.0,no match,"The run did encounter a chrome error mid-run, but the agent recovered and continued browsing (e.g., after clicking a DHL link it showed a chrome error page) T0B9. However, per the rubric, we only mark a match when there is no final done action and neither exception applies. Here, the final cell does include a done action with success=false, so it does not qualify as a browser crash case T0B56. The agent reached the last step and returned a done action as instructed T0B55."
assistantbench,claude-3-7-sonnet-20250219_high,291b53e665b4dd4365cde995042db4a6f6fecef3fe3a6f4482f23d61bd673918,5bb09b52-b3a4-4bf5-9094-864616fa56f8,1.0,0.0,no match,"The agent returned a final answer using the required done action, including a success flag and the final URL T0B29. It also did not reach the maximum number of steps (the run shows step 10/20), so the exceptions in the rubric do not apply T0B28. Therefore, this run did not fail due to a crashing browser."
assistantbench,anthropic/claude-opus-4.1,cca4776df3c73e7f9430a2e624aafad056b14322a0b7ca6c0c22b7e7f3f0890a,17721e98-ee8e-470f-86d0-a727944a3a8b,1.0,0.13333333333333333,no match,"The run ended with a proper final answer using the done action, indicating successful completion rather than a browser crash T0B27. It also concluded well before the max step limit, showing normal progress T0B26."
assistantbench,claude-3-7-sonnet-20250219,57d9dc6935e8a40b02e7f8ec81768fe70e68a0c05f6866927c9fda38db38a486,cf603c4d-305c-44a2-aa14-ef6ced3e23b5,1.0,0.0,no match,"The run ended with a final answer using the required done action: action= T0B25. It also did not reach the 20-step limit before completing (it was at step 9/20) T0B24. Therefore, it did not fail due to a crashing browser."
assistantbench,claude-3-7-sonnet-20250219_high,a9074997e698f912b9e751779ea19c1e92fa148404e90e0ae997acea3f9559b0,2fe6882b-d9fa-4451-8fd7-b9e2b0a3ae61,1.0,0.2,no match,"This run returned a final answer via a done action, so it did not fail due to a crashing browser. The assistant issued action= in its final tool call T0B53, and it completed before reaching the 20-step limit (it was at step 18/20) T0B52. Under the rubric, because a valid done action was produced, this run should not be marked as a browser crash."
assistantbench,claude-3-7-sonnet-20250219,f88066d274e265edd6cd9d61cd80a41accb3a14baf2297652fdd05cdf716d455,2cd25106-6425-45cc-ab69-7965f2ee0ea0,1.0,0.3333333333333333,no match,"The agent successfully returned a final answer using the required done action, indicating completion: action= T0B38. It also completed well before the 20-step limit (step 13/20) T0B37. Since the run includes a proper final done action and did not hit the step limit or repeat failing navigation actions, this is not a case of failure due to a crashing browser."
assistantbench,claude-3-7-sonnet-20250219_high,8ad84bd6fe38481ba49e7ad1f6fbd43219a999074e5c6fc940003281f55ec65b,97c2f503-e7c7-425f-9778-75adbebbdc70,1.0,0.0,no match,"The run ended with a proper final answer using the required done action in the last cell, including a success flag and final text, so it did not fail due to a crashing browser T0B59. The interface also explicitly prompted the agent to use only the done action on the final (20th) step, which the agent complied with T0B58."
assistantbench,claude-3-7-sonnet-20250219,ccec2229ced20a4b0cb4897e3a99120a3017ea030903e01c9bda6b13d40b0b14,1e0727d5-67b8-4657-be7f-90d4303d84e9,1.0,1.0,no match,"The run ended with a final answer using the required done action, so it did not fail due to a browser crash. The final tool call includes action= T0B52. It also had not reached the maximum step limit just prior to finishing (step 18/20) T0B51."
assistantbench,claude-3-7-sonnet-20250219,cca4776df3c73e7f9430a2e624aafad056b14322a0b7ca6c0c22b7e7f3f0890a,df91107b-0a4d-40df-9908-6a926c662253,1.0,0.13333333333333333,no match,"The run ended with a final done action containing the answer and success=True, indicating a normal completion rather than a browser crash T0B29. It also finished well before the 20-step limit, so it did not time out T0B28."
assistantbench,anthropic/claude-opus-4.1,ccec2229ced20a4b0cb4897e3a99120a3017ea030903e01c9bda6b13d40b0b14,7a981bbb-9790-4ed1-896d-40196bba55a4,1.0,0.0,no match,"No. The run ended with a proper final answer using the required done action, indicating successful completion: 'done': {'text': ""Denny's"", 'success': True} T0B48. It also did not hit the 20-step limit before finishing (e.g., Current step: 15/20) T0B47. Therefore, it did not fail due to a crashing browser."
assistantbench,anthropic/claude-opus-4.1,0ec4371851b96837b0a81b3dd3df401415061bb532fbafeb4609f3337c358508,a5cad1a1-86f7-4bf2-808a-69edae0c38e7,1.0,0.5,no match,"The run concluded with a final answer using a done action, indicating the agent completed the task rather than failing due to a browser crash T0B55. The agent had not reached the maximum step limit when finishing (step 19/20) T0B54, and it successfully navigated to alternate sites (e.g., opening Bing), showing the browser was functioning T0B26."
assistantbench,anthropic/claude-opus-4.1,a9074997e698f912b9e751779ea19c1e92fa148404e90e0ae997acea3f9559b0,990f4856-aa02-470e-ba2d-5ce9b495dfd7,0.0,0.0,no match,"Not a browser crash. The agent did produce a final done action in the last relevant cell, indicating completion (albeit unsuccessful): action= T0B62. The run also did not hit the max step limit; it ended at step 19/20 T0B61. The primary issue throughout was repeated CAPTCHA/verification gates rather than a browser crash, as evidenced by the reCAPTCHA prompt text T0B18."
assistantbench,claude-3-7-sonnet-20250219_high,6e3be83d1949fa52cba03fb1ce4b5b3bf7e37a83fd7d67694b10b2e439d90cf8,77e89830-3a98-416d-a907-b92aacc622ba,1.0,0.17391304347826084,no match,"Not a match. The run ended with a proper final answer using the required done action, as shown in the last cell where the action includes done with success set to True and the final text T0B55. While the run reached step 20/20 T0B54, the agent still produced the final answer in that step, so the exception about hitting max steps before answering does not apply. Therefore, this run did not fail due to a crashing browser."
assistantbench,claude-3-7-sonnet-20250219_high,fb9ba3ab6a13d0adc677f993e90d54914a5cdf211305a1bba6bf16ec4ccb9b7c,075b37d8-f0ea-4be5-8005-2e3f859ba538,1.0,1.0,no match,"The run completed with a final done action, providing the answer and success flag T0B5. It also ended at step 2/20, well before the step limit T0B4. Therefore, there is no indication of a browser crash."
assistantbench,claude-3-7-sonnet-20250219_high,ccec2229ced20a4b0cb4897e3a99120a3017ea030903e01c9bda6b13d40b0b14,e4343011-09d1-475c-a549-a971dfe986fb,1.0,0.2222222222222222,no match,"The run includes a final answer returned with the required done action: {'done': {'text': ""McDonald's at 117 Boston Post Rd, Waterford, CT"", 'success': True}} T0B53. Since a done action was produced (and the agent had not reached the 20-step limit, e.g., ""Current step: 19/20""), this should not be classified as a browser crash failure T0B52."
assistantbench,anthropic/claude-opus-4.1,748899d9d70c09beb3bd48ac8a3658bdcfd2f9114fe6dc4c4b8d2f9541ef4607,8d9b8eaa-8e97-4379-8973-3de941657f36,1.0,0.16666666666666666,no match,"This run returned a final action with done, including a result payload, so it does not meet the rubric’s condition of missing a done action. The final step contains the done action: action= T0B53. The agent had not reached the maximum step count at that time (19/20) T0B52. While a browser error page was encountered earlier (chrome-error://chromewebdata/), the presence of a final done action means this run should not be labeled as an environmental browser crash per the rubric T0B26."
assistantbench,anthropic/claude-opus-4.1,929b45f34805280d77c61d1e093e3d4e551d77ddb6ecd73552b12b1af286388d,4ee818b0-16ae-4ce7-b3ff-05f63d833eb9,1.0,0.0,no match,"The run ended with a proper final answer using the required done action, including a URL and success flag, so it did not fail due to a browser crash T0B52. The agent provided the link to the relevant files in May 2020 in the done text T0B52. Additionally, the run did not hit the max step limit before finishing T0B51."
assistantbench,claude-3-7-sonnet-20250219,e2dc3a6b10b762e8aba7fa4d4e70f757f6d04dcbc8b56c48fc53fd9928d31d07,32ac659e-1e1a-4e20-8401-04c56ae530bd,1.0,0.0,no match,"The agent successfully returned a final answer using the required done action: 10% T0B53. The run reached step 20/20 and followed the instruction to use only the done action at the last step T0B52 T0B52. Although there was a transient click error indicating an execution context issue during navigation, the session continued normally (the page loaded and subsequent actions proceeded), so this does not indicate a crashing browser T0B25. Therefore, this run does not match the criteria for a browser crash-caused failure."
assistantbench,anthropic/claude-opus-4.1,4dbedc5e1a0205e14b7ff3ba89bce3060dab15d0ada3b7e1351a6f2aa8287aec,178d2d8c-84a0-43d1-a6f3-4068c068ce55,0.0,0.0,no match,"This run returned a final done action in the last step, so it did not fail due to a crashing browser. The final cell includes the done action with success set to false T0B60. Throughout the run, the browser remained responsive and the agent successfully navigated to and interacted with the California's Great America site (e.g., navigation succeeded T0B31, and clicking the Daily Tickets link worked T0B43). Therefore, this does not indicate a browser crash."
